id,server_id,display_name,opc_node_id,node_id,sampling_interval,publishing_interval,queue_size,discard_oldest,data_change_trigger,deadband_type,deadband_value,active,historizing,readfrom,readtype,agentid,routeid,targetid,group_id,topic,tag,partition,json,eu_range,store_expanded_values,member_filters
1134,10,Byte,ns=2;s=Demo.Dynamic.Scalar.Byte,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1135,10,Boolean,ns=2;s=Demo.Dynamic.Scalar.Boolean,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1136,10,Double,ns=2;s=Demo.Dynamic.Scalar.Double,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1137,10,Float,ns=2;s=Demo.Dynamic.Scalar.Float,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1138,5,RandomInt32,ns=2;s=Dynamic/RandomInt32,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1139,5,RandomInt64,ns=2;s=Dynamic/RandomInt64,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1140,5,RandomFloat,ns=2;s=Dynamic/RandomFloat,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1141,5,RandomDouble,ns=2;s=Dynamic/RandomDouble,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1142,4,CurrentTime,i=2258,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1143,4,Uuid,ns=3;i=187188126,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1144,4,Name,ns=3;i=2891227697,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1145,4,XmlId,ns=3;i=502753009,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1146,5,000,ns=2;i=0,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1147,5,001,ns=2;i=1,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1148,5,002,ns=2;i=2,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1149,5,003,ns=2;i=3,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1150,5,004,ns=2;i=4,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1151,5,005,ns=2;i=5,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1152,5,006,ns=2;i=6,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1153,5,007,ns=2;i=7,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1154,5,008,ns=2;i=8,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1155,5,009,ns=2;i=9,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1156,5,010,ns=2;i=10,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1157,5,011,ns=2;i=11,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1158,5,012,ns=2;i=12,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1159,5,013,ns=2;i=13,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1160,5,014,ns=2;i=14,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1161,5,015,ns=2;i=15,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1162,5,016,ns=2;i=16,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1163,5,017,ns=2;i=17,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1164,5,018,ns=2;i=18,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1165,5,019,ns=2;i=19,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1166,5,020,ns=2;i=20,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1167,5,021,ns=2;i=21,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1168,5,022,ns=2;i=22,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1169,5,023,ns=2;i=23,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1170,5,024,ns=2;i=24,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1171,5,025,ns=2;i=25,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1172,5,026,ns=2;i=26,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1173,5,027,ns=2;i=27,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1174,5,028,ns=2;i=28,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1175,5,029,ns=2;i=29,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1176,5,030,ns=2;i=30,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1177,5,031,ns=2;i=31,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1178,5,032,ns=2;i=32,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1179,5,033,ns=2;i=33,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1180,5,034,ns=2;i=34,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1181,5,035,ns=2;i=35,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1182,5,036,ns=2;i=36,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1183,5,037,ns=2;i=37,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1184,5,038,ns=2;i=38,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1185,5,039,ns=2;i=39,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1186,5,040,ns=2;i=40,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1187,5,041,ns=2;i=41,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1188,5,042,ns=2;i=42,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1189,5,043,ns=2;i=43,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1190,5,044,ns=2;i=44,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1191,5,045,ns=2;i=45,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1192,5,046,ns=2;i=46,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1193,5,047,ns=2;i=47,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1194,5,048,ns=2;i=48,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1195,5,049,ns=2;i=49,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1196,5,050,ns=2;i=50,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1197,5,051,ns=2;i=51,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1198,5,052,ns=2;i=52,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1199,5,053,ns=2;i=53,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1200,5,054,ns=2;i=54,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1201,5,055,ns=2;i=55,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1202,5,056,ns=2;i=56,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1203,5,057,ns=2;i=57,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1204,5,058,ns=2;i=58,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1205,5,059,ns=2;i=59,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1206,5,060,ns=2;i=60,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1207,5,061,ns=2;i=61,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1208,5,062,ns=2;i=62,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1209,5,063,ns=2;i=63,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1210,5,064,ns=2;i=64,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1211,5,065,ns=2;i=65,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1212,5,066,ns=2;i=66,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1213,5,067,ns=2;i=67,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1214,5,068,ns=2;i=68,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1215,5,069,ns=2;i=69,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1216,5,070,ns=2;i=70,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1217,5,071,ns=2;i=71,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1218,5,072,ns=2;i=72,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1219,5,073,ns=2;i=73,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1220,5,074,ns=2;i=74,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1221,5,075,ns=2;i=75,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1222,5,076,ns=2;i=76,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1223,5,077,ns=2;i=77,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1224,5,078,ns=2;i=78,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1225,5,079,ns=2;i=79,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1226,5,080,ns=2;i=80,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1227,5,081,ns=2;i=81,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1228,5,082,ns=2;i=82,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1229,5,083,ns=2;i=83,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1230,5,084,ns=2;i=84,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1231,5,085,ns=2;i=85,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1232,5,086,ns=2;i=86,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1233,5,087,ns=2;i=87,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1234,5,088,ns=2;i=88,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1235,5,089,ns=2;i=89,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1236,5,090,ns=2;i=90,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1237,5,091,ns=2;i=91,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1238,5,092,ns=2;i=92,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1239,5,093,ns=2;i=93,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1240,5,094,ns=2;i=94,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1241,5,095,ns=2;i=95,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1242,5,096,ns=2;i=96,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1243,5,097,ns=2;i=97,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1244,5,098,ns=2;i=98,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1245,5,099,ns=2;i=99,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1246,5,100,ns=2;i=100,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1247,5,101,ns=2;i=101,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1248,5,102,ns=2;i=102,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1249,5,103,ns=2;i=103,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1250,5,104,ns=2;i=104,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1251,5,105,ns=2;i=105,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1252,5,106,ns=2;i=106,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1253,5,107,ns=2;i=107,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1254,5,108,ns=2;i=108,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1255,5,109,ns=2;i=109,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1256,5,110,ns=2;i=110,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1257,5,111,ns=2;i=111,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1258,5,112,ns=2;i=112,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1259,5,113,ns=2;i=113,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1260,5,114,ns=2;i=114,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1261,5,115,ns=2;i=115,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1262,5,116,ns=2;i=116,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1263,5,117,ns=2;i=117,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1264,5,118,ns=2;i=118,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1265,5,119,ns=2;i=119,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1266,5,120,ns=2;i=120,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1267,5,121,ns=2;i=121,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1268,5,122,ns=2;i=122,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1269,5,123,ns=2;i=123,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1270,5,124,ns=2;i=124,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1271,5,125,ns=2;i=125,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1272,5,126,ns=2;i=126,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1273,5,127,ns=2;i=127,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1274,5,128,ns=2;i=128,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1275,5,129,ns=2;i=129,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1276,5,130,ns=2;i=130,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1277,5,131,ns=2;i=131,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1278,5,132,ns=2;i=132,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1279,5,133,ns=2;i=133,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1280,5,134,ns=2;i=134,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1281,5,135,ns=2;i=135,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1282,5,136,ns=2;i=136,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1283,5,137,ns=2;i=137,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1284,5,138,ns=2;i=138,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1285,5,139,ns=2;i=139,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1286,5,140,ns=2;i=140,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1287,5,141,ns=2;i=141,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1288,5,142,ns=2;i=142,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1289,5,143,ns=2;i=143,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1290,5,144,ns=2;i=144,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1291,5,145,ns=2;i=145,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1292,5,146,ns=2;i=146,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1293,5,147,ns=2;i=147,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1294,5,148,ns=2;i=148,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1295,5,149,ns=2;i=149,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1296,5,150,ns=2;i=150,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1297,5,151,ns=2;i=151,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1298,5,152,ns=2;i=152,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1299,5,153,ns=2;i=153,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1300,5,154,ns=2;i=154,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1301,5,155,ns=2;i=155,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1302,5,156,ns=2;i=156,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1303,5,157,ns=2;i=157,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1304,5,158,ns=2;i=158,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1305,5,159,ns=2;i=159,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1306,5,160,ns=2;i=160,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1307,5,161,ns=2;i=161,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1308,5,162,ns=2;i=162,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1309,5,163,ns=2;i=163,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1310,5,164,ns=2;i=164,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1311,5,165,ns=2;i=165,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1312,5,166,ns=2;i=166,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1313,5,167,ns=2;i=167,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1314,5,168,ns=2;i=168,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1315,5,169,ns=2;i=169,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1316,5,170,ns=2;i=170,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1317,5,171,ns=2;i=171,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1318,5,172,ns=2;i=172,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1319,5,173,ns=2;i=173,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1320,5,174,ns=2;i=174,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1321,5,175,ns=2;i=175,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1322,5,176,ns=2;i=176,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1323,5,177,ns=2;i=177,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
1324,5,178,ns=2;i=178,0,1000,1000,2,1,0,0,0.0,1,0,0,0,0,0,0,1,,,0,,0.0,1,
